Id,Price
725,168494.58470322186
15856,232825.14432762575
5480,177709.0199281394
15664,339911.9905536608
14275,149139.9916344206
7633,203958.25054643728
13329,182442.2752886376
5502,231375.16833002036
4220,293381.0763583041
11538,214426.42836305872
15975,266572.5172558723
3310,221754.9581202299
9286,149516.89478845985
11260,192565.34092508082
5214,102947.22262947385
11307,184742.45077587425
13543,361075.9959708451
615,186042.29007513338
3495,232454.9797489441
2321,241119.46696631386
12046,188290.29036470878
16688,147283.77688586104
12694,243737.56757556988
783,163864.11524138154
8968,182327.74622086616
13454,182908.17851032107
12190,261044.46632720254
11160,160858.2070043625
10291,202580.78346552065
891,287958.2898537437
2982,174895.94519669228
3818,249116.65268144567
2449,204833.40258599073
8317,165081.5062688903
4922,188623.48816078212
1257,237449.09706842632
9348,229543.32589114818
4176,184882.06387566205
10704,172257.85734132363
6624,113806.94369489509
5428,192853.4239382974
12749,181446.0971147913
8994,192408.9509373179
11513,149260.8701400495
3047,182534.0096897967
9519,233195.6058453982
12309,243481.89070694862
14081,274216.22286388814
8334,251585.3189403299
6343,183868.4448285835
14788,128240.3549079322
15748,338726.32483932364
153,237109.1623757237
14149,182756.71599864447
269,198190.85960142946
5452,138723.03957020873
721,169230.51537598865
5079,335981.4238106635
2831,118994.14627331437
10614,111148.18907774203
10131,319045.155739674
9996,330954.6324466911
3061,248307.31518948995
11733,325030.96197922266
3726,257215.9893727193
10929,221565.09918039315
9011,275577.00899285486
16182,282560.00894633756
4976,187515.21222488597
9897,245844.82078659706
1872,224981.10851913862
9205,361479.8365902936
5403,372947.6352963879
14074,210021.74486757
6268,153629.20527667148
14232,169202.07154106483
8532,229710.4453706326
7034,337497.94915920554
6553,434709.66211609275
3133,177075.0342196347
8596,203395.739011164
12389,253205.47499441085
14462,174727.6968753196
8860,317877.92524145334
8377,294381.1083751793
6367,308787.9938854612
6917,243164.1584437343
4216,194481.5353825369
5806,172964.064514568
5438,176873.92252657976
6632,197522.67938322228
2650,152191.86416094657
5396,218651.02922802808
4044,150048.78775861528
1345,224071.87815499576
856,173825.41184235373
12791,266640.4067215943
12499,217828.9862855404
12249,127327.45766818436
14641,157819.40493946773
1919,171792.26704739942
7848,207439.9536244356
10749,175325.28078847
15554,184633.90494171312
15834,192167.09148701397
1355,141505.41314766704
15451,175412.66837201925
12401,212519.00062985133
10290,176944.45382665526
9462,162696.2576358989
3103,251481.81023622517
3420,149578.4156140414
12262,248862.1694561185
5032,186849.06449643875
8949,304322.67445533915
15567,230495.5203956889
16389,164930.86326559557
7809,112085.02188668269
8990,188425.94047595424
16089,257995.00163926664
12743,102805.5408271672
5132,124076.51535868923
1619,281238.98683859163
2428,100246.99452757156
16741,161975.24147510872
13193,220859.53609232928
12588,523449.58845917747
5067,175090.47950732484
14685,126092.59916122234
2292,184399.59306556828
5746,126582.0012520278
12578,177476.04612350345
14834,208374.28824752645
2147,172966.299458535
8222,130736.12099456937
10419,248817.68822445368
11492,214426.02462866186
3006,207884.47643501326
8761,195625.68408559632
15371,362242.0856965795
16367,179263.98064306733
6317,280794.62413864053
10878,262436.1785615358
3895,162997.50984769707
8041,197602.66947870786
13428,455844.5458520825
14669,157612.04163454374
1006,180950.41223583536
12271,175231.50146157003
3764,419921.79752939293
7675,198251.38791790028
11709,278302.847250092
8629,152607.91552505354
1105,302055.7002265186
6096,183152.86564219728
11727,215562.52908666737
5157,174362.43183279567
3679,182384.70557278593
1755,140891.11538775454
7391,207912.51532109475
7425,105412.36734501112
6882,336872.19407958974
10752,359148.6933405639
7472,193815.94139155356
14320,104464.28968920892
9596,159959.90369367457
5317,211888.2931222276
7378,94466.43682182097
16154,182917.8889783206
3464,196393.29126686652
4197,241179.97918577166
9477,116330.80665029756
12705,196427.79407607845
16426,209471.1421261304
1481,73796.65042772416
9946,244797.62108338857
12025,222424.23909269975
5341,231667.7499941637
9923,293946.5539874297
7953,284914.261524268
11066,231777.45588590004
5037,172176.8326694969
2509,227290.24963216134
4937,327188.0428824082
12089,383988.38642560743
4964,161487.34620473208
16500,279329.18577756296
4625,146926.55270916654
2363,377404.8003037406
8148,185525.08655412358
3804,183812.47087692583
4584,157356.49375427316
10694,125542.96559857087
2691,166808.23717953858
2983,227612.95875216098
13563,304183.4605207003
10747,217123.43534502896
1721,209559.09725960024
2789,268248.36574319756
7214,260733.6975859552
8659,230637.4652099792
5107,287990.0657137652
3843,241110.2211696153
14610,391928.1829337546
15505,161219.63478540635
5060,253523.58585268044
16055,259176.6018120373
14963,202516.769637826
4118,140544.14304379278
1672,165799.89999425228
3209,181047.22016258622
16515,150078.01664716363
973,170629.5267559252
12529,188912.70481886886
5896,122304.66978862316
5450,260793.96937307005
3249,166898.74339386218
8911,190931.22488978642
5898,234556.22276285986
1024,179779.97135722538
4766,203046.9917309789
15804,184240.42300167092
14303,195715.24449028893
10707,185578.88069850978
6605,212566.1499142065
1138,363018.883955876
14088,430829.15369115677
9154,186495.87399005174
8190,197799.1520894036
398,279199.8135430395
13302,239135.73827403644
9696,158807.83203114095
16786,130560.11375618762
16230,198234.10205803596
6552,187235.421053095
923,216703.56919407737
9602,317989.4717900041
5857,277175.1358484141
8120,174325.4405456609
7134,228760.17189101208
11726,168704.53249861608
8069,121408.11564146442
12420,168835.94875693464
8604,207161.70550151033
4854,278186.6047572524
12212,182183.60773919735
12099,334360.950584879
3882,350355.4604821631
6995,291839.9387079585
10172,214092.33591236765
11672,319431.19391334226
12897,283485.61781348655
16097,186524.09270519245
6779,275573.6493592714
11199,190153.81823419075
10816,358335.24065653706
143,390384.9159994596
5399,270360.0067053975
3286,154666.06405397458
13706,201480.81928511834
1935,375949.2091917239
16000,178180.86282620204
2860,227085.40158571608
11407,279773.124532358
16378,263654.9800680691
12278,183007.701662279
3842,182318.37099328273
2692,340482.8417894604
7699,190365.33019554988
6825,311116.31355006364
7268,284790.95191905985
1477,339280.6459936376
9887,189868.32437247064
9436,191412.32371611753
3179,236173.67444499623
1350,473989.51898155134
10643,201546.75017144138
5793,230190.62598043153
11494,406926.53985252243
4206,193578.23960553203
12419,241349.28509599515
8530,232493.5535487125
5985,138917.80370884776
8908,191863.41080046885
256,127515.38738686364
7234,174975.0853303327
5648,207098.6745356277
3014,228867.9715923945
2184,186827.73305750263
9189,289796.6615561638
14884,195548.89730540127
10333,167494.8731248424
15896,137724.17823783233
13269,146118.87406877652
8603,241795.66281827187
15087,174440.40497989886
4344,201043.20329238547
7981,70835.39939871147
10908,239255.58731428537
6190,170345.9621489515
11742,202512.1440383502
9224,153055.46020593314
14667,207955.48269565692
458,190918.93121171018
2464,340709.804440837
12320,233850.59491188973
278,218000.12532455608
2912,238126.13235807297
6698,222582.99664315864
4510,111275.73093687838
4183,184767.6730139016
5551,272559.24911189877
12187,178868.6603058894
7948,220481.32562064237
10808,190959.71560244367
12432,178841.93527418457
5356,178419.2349297397
8984,463214.9012324833
9203,176032.88310107717
15412,105513.44577818079
12041,134708.99876400255
7644,278294.9428472105
7071,196034.60680240553
10685,183440.40953292887
6763,223491.69979605754
940,148629.30315568575
14959,210290.73528504712
1338,154989.7486435265
5351,169132.43946345084
6524,231848.3323345817
12516,156232.54937872582
3288,267603.0244609373
3146,243381.26384395384
3954,182286.53951513945
11955,176899.25075606068
1211,214024.48771591057
15668,206386.48016787396
1320,100898.28682071024
9108,187594.31305493545
16482,204679.20136921608
5017,157130.0849466029
8290,207783.79112438293
4304,378282.1801944828
1930,206528.9419496323
12530,165235.49910716084
11295,342435.20209844015
3002,152029.37454329265
15483,159385.92808631973
11525,199433.59288243542
13978,163347.1911668094
4885,152979.3988945408
8325,173732.15269797563
3630,140596.21162859342
9165,188405.8873664149
13945,244838.8119325368
10663,181685.5583866626
14803,176044.75263752055
7621,178576.26136683236
8205,245048.88953187436
10387,219980.16397009016
5457,151294.04105403624
10234,353953.30680841726
6251,169946.66654229013
701,261144.37862142434
7930,179569.16420988782
15028,138765.73836518786
12172,76279.92184038476
5805,176982.16249679608
7411,291260.33582002315
14806,215522.2320911241
7890,166113.11715540045
10440,151354.4912559311
14926,178220.50146378035
5381,156662.1687842413
3800,400739.18707620935
10511,251081.52802584556
9324,250271.66860731196
3313,221630.54138774215
7351,180672.4347303246
8459,187458.45112451384
9957,132339.41420744517
12024,180376.302748611
4380,226885.60101514182
5042,163159.13757600472
13289,150498.80992488138
13407,395768.87071030185
13258,151464.26142971244
15993,249102.79797653685
12525,164628.49315192795
4062,231145.46022981053
12065,247753.8619610229
8227,176836.45670992418
11333,170774.8259081472
2867,136546.8244551659
3319,246390.79115400906
3523,302312.99811670795
7055,213219.91337443027
14930,178148.64781820876
3444,134781.46124144757
2940,308843.01110452757
6935,335793.67004787683
16116,351172.2152236325
13370,249017.46295425965
6103,221050.11259776744
7446,174141.76822298425
1859,181891.90880893084
4079,187864.71098357072
3228,169416.72195262078
9665,167069.99162800668
15957,373889.00011772016
11533,175551.41881905252
2314,124117.06533956865
4096,236762.15722248
13437,173145.7299102366
5980,219793.04092180164
2008,183262.11455849488
6754,180474.90299894512
4129,163858.03999717635
14557,286942.03481479763
7096,316275.37160226196
14297,247851.79610834405
3967,223305.4015684678
16485,114988.40202754005
13075,324337.4103844045
14289,188462.1348667544
10988,161749.5694844971
3230,152347.7744800866
13250,174782.11688992204
2559,208736.2975969205
7739,359912.2541359761
7213,167519.99054090853
6639,222073.39906404185
3164,290363.12001131877
15207,170094.93216862407
5113,191177.51299940684
3929,152004.2833931787
14493,253333.96577374937
11110,177956.08620761373
2033,198993.75643998137
16057,209981.97191901357
16709,239341.76571380015
14313,161495.2720490209
1028,277224.55667793436
7187,104603.93279614492
3738,332387.30706087855
9869,309072.1858562771
12644,206444.68549470333
3686,126985.67250400399
9196,275509.9581242468
12326,207561.04631856002
4936,196502.15422892396
13314,166977.51441833953
9857,323646.10803139803
519,193827.13810301863
8410,172301.6676620997
1720,183651.59773208195
10341,210389.392776634
14415,190592.66687691747
10613,279241.91793183377
8027,225791.73137627947
15539,278634.75887168304
7431,280149.8861170382
1370,137898.11225763327
12708,155662.0001255452
2250,218426.82609097628
14758,150203.09859664517
8525,346445.2748610454
1538,290409.9342968426
1142,153704.00160454752
1152,259164.695970076
9802,176218.06661061788
3331,316265.7298451136
15203,184118.9508935378
4247,177482.65540785287
1976,402642.24589279585
2346,184545.11034725522
10078,246781.49919806962
1938,208445.50178540868
7819,197530.1243807753
2168,252869.14205974282
15634,210920.09434560582
8465,246277.6578212724
9313,159868.10416041495
6539,134062.54844861114
6325,109515.81685785577
13442,252357.0483845124
9967,179588.46634289864
7893,274965.20705159556
2861,193189.86156254774
11031,305142.1162923855
15073,134379.31014605792
13837,166958.88502588836
2524,235415.1229865881
8617,212881.59178222687
13513,184005.3525630507
3081,273758.36071597034
10675,332309.8888569662
1907,92878.37716168833
4872,249750.71745245607
16274,336789.2578519114
11837,237932.55831013565
16577,229930.75875741767
5231,312096.899885039
11315,263275.82047872996
273,215873.5116635518
8363,253370.01926845024
4255,236561.92004009857
16330,223867.66357334692
11528,183367.10971813288
14799,285815.17460330966
1611,246324.5911901162
9234,180655.85145554287
1633,115109.19961564078
6791,218272.34737815385
11567,378754.71462882945
3070,221557.4963934413
12094,229725.373574902
14335,315756.6239994438
137,169120.32717010818
7182,167047.94974043884
11718,195604.88898352822
5194,105665.07795407508
97,351840.72335495567
5118,392443.27555681166
13920,304152.6359852154
9952,194389.49440913607
15337,210064.38785721597
10243,219397.8453748553
4048,369425.8678408859
171,153588.25568406514
11378,178738.21190852014
14190,171301.32881334875
15265,186215.2268548751
2740,140874.89028951485
5573,276122.9307269584
4481,224840.7125278231
2631,151798.66588486635
4984,255950.0408740285
16466,194130.11715541597
16716,126982.91657809987
15325,181427.80919042067
10115,172345.49726244435
117,449423.79811099684
5476,108900.77297826456
11757,181341.17961485148
12359,124070.02198655033
15546,184713.44978152335
8133,159097.92282010717
9018,323326.14126451843
2075,169117.13698668667
11170,309120.22400178266
15733,208294.67150026414
9280,145041.42927731187
10734,319809.0836848163
14071,169254.8027410634
7373,213761.8988034618
14736,181345.00465866897
3458,117996.11886893875
6183,178045.75932733234
7825,222018.33878787883
16775,200327.34188941383
5717,176938.07439973383
12397,152059.9780589019
8189,495495.7250218582
4423,218535.046811724
3994,156491.11827536393
10342,190767.48253807754
10051,188513.0129073302
9453,146682.953216547
12593,436146.33415415447
1274,112600.83990416193
6933,344276.29942520236
1761,150733.2456763973
7157,342354.7135156213
15169,150386.08666760055
6792,331157.6426205732
13830,180428.55287223356
7240,213528.9512568947
3051,241317.91439266276
6550,121549.90997905833
4603,192351.13636529876
5729,166494.62757169086
13473,327518.0246311039
15104,160292.35550991018
6599,400397.889651532
2216,248118.32812614742
8721,304752.8378980511
3645,190258.13025295822
8664,221392.4347313697
11001,203396.9620362609
753,163152.6309164129
8129,228790.83889893352
15235,176860.56344306012
3359,208733.78020665536
10424,209010.9688639675
10226,224921.7064877921
9252,193554.03665472884
3008,240523.20082674883
5849,175267.15240931438
8494,183836.65765666912
6764,213508.31804011666
12445,286237.1752321808
11716,184071.11786687723
4508,119928.0897960596
5669,200385.20298025498
11427,117602.94000923302
11065,185868.68784728044
8910,225806.41826021124
16401,308030.50059395126
11913,153220.5693522642
6221,206549.5716140176
10839,186953.66057618952
2809,231296.617274664
13311,171996.2657084243
6866,195314.51936950453
6019,174440.39100023784
3024,166791.40175755727
1391,292391.3534833662
15904,194571.41011020672
15858,289879.4740520528
9911,225404.53989035447
16579,204284.70955822445
4394,259579.34842605054
1468,416595.24301480135
12965,151801.23261271173
2249,189305.8669771352
14384,151416.32516996918
13040,125170.0000528098
8872,143419.35121099695
12864,244017.3136721936
15712,181178.65199826707
14049,192012.47114407504
1840,115668.68862573683
12019,173053.0916536398
8948,166260.38201593427
15154,218297.651346605
6943,148567.86439507836
12564,384851.1217670703
12766,159688.02268173965
7255,235228.00262783104
7962,155920.6082592674
709,138904.92934846578
4634,137241.1286667846
889,243476.43393511348
4774,168953.23736368027
13890,167819.73967543532
15431,135662.16179720868
8726,330026.028239493
10373,147045.56147966685
6413,173415.35209148334
9761,147675.03810340405
15864,171825.480026576
6147,155044.65455008822
3384,222380.6431810814
320,233016.5022954995
8006,173750.03308938624
14395,186532.98903988258
14976,106046.77195205381
12185,245487.98358446383
4779,133714.96406950138
8551,183089.3320023562
9025,314506.6479689484
10616,243069.20868663094
7475,118392.12992824575
6341,321617.92588590184
14163,148784.6195836967
2211,185224.06007787428
10532,296673.11142807285
14338,143195.09691102375
831,172700.97291950986
3382,173579.62761775628
9209,288598.1412936236
7188,220457.5961107128
7197,226436.27121457167
11270,166922.17961590382
15918,131556.25475084747
6937,464706.15385495557
6178,190422.83700982403
10668,178782.74328204317
1413,271135.10085358337
6884,347825.0462767436
8266,194280.79628503916
14019,184791.48827203547
16764,147221.65817381273
15306,182751.16644606506
3740,236439.85228950612
5298,187228.59697321727
8319,173269.74613829353
4229,178325.09193113865
13429,186653.69299201597
1753,403957.202352548
860,255289.42203406923
14219,148873.81028489966
12113,200397.30944046838
11309,126064.32887430163
9930,204078.89131197392
10570,193331.20627984448
2839,163307.0396316273
6699,144379.92412168515
16647,121162.84945766006
5325,234720.22718527028
13733,152228.00344773894
