Id,Price
725,158380.37156929908
15856,229120.36567124102
5480,196974.5076885951
15664,295373.8788351983
14275,127498.62281029316
7633,172209.9016293444
13329,219996.41293702822
5502,243625.22537453883
4220,341179.09274942486
11538,251899.10700789327
15975,302105.6141089472
3310,228579.28316179023
9286,101546.1695214071
11260,185322.8817925418
5214,103104.50219507936
11307,153935.59054203308
13543,317760.694758577
615,170682.7820497755
3495,239359.07208745182
2321,254314.74139044562
12046,169048.38088503343
16688,107265.52486396812
12694,231799.10837967097
783,110376.60989375481
8968,191945.90273660855
13454,162957.7367540811
12190,260364.2736734625
11160,150944.39494284682
10291,213061.88659882746
891,307238.25267782
2982,175366.40207031707
3818,284137.93283269193
2449,167088.53722738262
8317,107735.75917985027
4922,184172.83579342286
1257,236897.09149117384
9348,263287.7941897926
4176,164253.76313235922
10704,187968.96200288367
6624,151504.94229185465
5428,177377.75489983126
12749,198343.98885212696
8994,225073.03199421012
11513,107257.59841169124
3047,174043.77762694293
9519,254244.27908413686
12309,175353.40495420783
14081,273410.4980718439
8334,268711.80728922866
6343,193047.17784200475
14788,89234.92526166602
15748,364972.2910083961
153,250417.15964598325
14149,210647.42769958253
269,163023.79761680387
5452,167778.67523189652
721,145556.25736800462
5079,296770.2408792137
2831,130660.95707522338
10614,111773.31146528112
10131,270633.183820045
9996,317421.2181636181
3061,251951.52818503685
11733,305842.1239080285
3726,239487.25431263176
10929,216200.68208993052
9011,149816.7949846925
16182,260070.72728876065
4976,167504.34756629542
9897,219029.76918338038
1872,218990.87502136594
9205,305054.1474809521
5403,396863.6113536253
14074,197087.7548738845
6268,131292.3525823562
14232,225608.40991864298
8532,252723.3163468324
7034,258412.64491789765
6553,324936.2864817664
3133,136272.77265966282
8596,193856.5155974009
12389,253748.8014115576
14462,169677.57862087246
8860,278951.3390788018
8377,273533.2508714246
6367,318868.77527496975
6917,257850.3203743825
4216,162137.65189615235
5806,159528.43063292516
5438,172097.7872170647
6632,208385.8207385552
2650,147407.4081176701
5396,203421.6285634044
4044,149872.51773506362
